"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Profession"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1082197","OR2","17015","28939","Senior Staff Outer Office","2.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1082197","OR4","26405","33182","Senior Staff Outer Office","5.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1082197","OR7","33223","36929","Senior Staff Outer Office","2.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1082197","OR8","36049","43252","Senior Staff Outer Office","3.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1082197","OR9","38600","46753","Senior Staff Outer Office","2.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1082197","OR7 (RAF)","33223","43252","Senior Staff Outer Office","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1079272","OF2","37916","45090","Senior Staff Outer Office","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1079272","OF3","47760","57200","Senior Staff Outer Office","2.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1079272","D","23427","29093","Administrator","1.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1079272","OF2","37916","45090","Senior Staff Outer Office","5.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1079272","OF3","47760","57200","Senior Staff Outer Office","25.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1079272","OF4","67032","77617","Senior Staff Outer Office","6.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1079272","OF5","81310","89408","Senior Staff Outer Office","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1079272","OR2","17015","28939","Senior Staff Outer Office","7.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1079272","OR4","26405","33182","Senior Staff Outer Office","6.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1079272","OR6","30013","36929","Senior Staff Outer Office","7.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1079272","OR7","33223","36929","Senior Staff Outer Office","4.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1079272","OR9","38600","46753","Senior Staff Outer Office","5.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1079272","OF4 (RAF)","67032","77617","Senior Staff Outer Office","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1485456","OF2","37916","45090","Senior Staff Outer Office","8.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1485456","OF3","47760","57200","Senior Staff Outer Office","8.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1485456","OF4","67032","77617","Senior Staff Outer Office","4.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1485456","OR2","17015","28939","Senior Staff Outer Office","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1485456","OR4","26405","33182","Senior Staff Outer Office","5.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1485456","OR6","30013","36929","Senior Staff Outer Office","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1485456","OR7","33223","36929","Senior Staff Outer Office","2.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1485456","OR8","36049","43252","Senior Staff Outer Office","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1485456","OR7 (RAF)","33223","43252","Senior Staff Outer Office","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1079272","OF2","37916","45090","Other","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1079272","OF3","47760","57200","Other","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1079272","OR4","26405","33182","Other","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","B2","47942","59535","Office Manager","1.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","C1","35648","44268","Administrator","6.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","C2","29258","36333","Administrator","21.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","D","23427","29093","Administrator","35.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","E1","17835","22124","Administrator","11.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","E2","15168","18815","Administrator","1.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","OF1","24615","32703","Other","2.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","OF2","37916","45090","Other","27.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","OF3","47760","57200","Other","31.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","OF4","67032","77617","Other","13.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","OF5","81310","89408","Other","3.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","OR2","17015","28939","Other","31.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","OR4","26405","33182","Other","38.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","OR6","30013","36929","Other","53.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","OR6","30013","36929","Other","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","OR7","33223","36929","Other","66.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","OR8","36049","43252","Other","5.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","OR9","38600","46753","Other","12.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","OF1 (RAF)","24615","32703","Other","2.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","OF2 (RAF)","37916","45090","Other","2.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","OF4 (RAF)","67032","77617","Other","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","OR6 (RAF)","30013","36929","Other","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","OR7 (RAF)","33223","43252","Other","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","Retired Offr 2","30136","34936","Retired Officer (MSF)","1.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","SZ2","16002","18010","General Hand","4.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","SZ3","17486","22150","General Hand","1.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1120354","SZ4","22150","24930","General Hand","1.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","C1","35648","44268","Administrator","2.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","C2","29258","36333","Administrator","30.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","D","23427","29093","Administrator","55.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","E1","17835","22124","Administrator","102.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","E2","15168","18815","Administrator","14.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","Occupational Health Nurse","25472","34189","NHS/Retained Grade","2.00","Medicine"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","Physiotherapist Advanced","30460","40157","NHS/Retained Grade","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","OF2","37916","45090","Other","256.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","OF3","47760","57200","Other","88.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","OF4","67032","77617","Other","10.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","OF5","81310","89408","Other","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","OR2","17015","28939","Other","539.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","OR4","26405","33182","Other","383.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","OR6","30013","36929","Other","372.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","OR7","33223","36929","Other","245.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","OR8","36049","43252","Other","23.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","OR9","38600","46753","Other","29.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","OF2 (RAF)","37916","45090","Other","2.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","OR6 (RAF)","30013","36929","Other","7.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","OR7","33223","36929","Other","1.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","Retired Offr 3","25600","27973","Retired Officer (MSF)","1.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","Retired Offr 2","30136","34936","Retired Officer (MSF)","1.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","Simulator Instructor 2","29989","35809","Military Training","1.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","Simulator Instructor 2","29989","35809","Military Training","1.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","Simulator Instructor 2","29989","35809","Military Training","1.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","Simulator Instructor 2","29989","35809","Military Training","1.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","Simulator Instructor 2","29989","35809","Military Training","1.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","Civilian Medical Practitioner","65071","77303","NHS/Retained Grade","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","Civilian Medical Practitioner","65071","77303","NHS/Retained Grade","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","Civilian Medical Practitioner","65071","77303","NHS/Retained Grade","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","Retired Offr 2","30136","34936","Retired Officer (MSF)","1.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","SZ1","14644","16482","General Hand","23.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","SZ2","16002","18010","General Hand","30.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","SZ3","17486","22150","General Hand","77.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","SZ4","22150","24930","General Hand","3.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","C2","29258","36333","Administrator","13.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","D","23427","29093","Administrator","24.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","E1","17835","22124","Administrator","57.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","E2","15168","18815","Administrator","31.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","Physiotherapist Advanced","30460","40157","NHS/Retained Grade","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","Physiotherapist Advanced","30460","40157","NHS/Retained Grade","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105835","Band 6","25472","34189","NHS/Retained Grade","1.00","Medicine"
