Parent Department,Organisation,Unit,Reporting SCS post reference,Grade,Payscale minimum,Payscale maximum,Generic job title,Number of such posts in FTE,Notes
Ministry of Defence,Ministry of Defence,Navy Command TLB,1103525 / Royal Marines Training Stream Leader / Commandant Commando Training Centre Royal Marines,OR7,,,,1,RN
Ministry of Defence,Ministry of Defence,Navy Command TLB,1103525 / Royal Marines Training Stream Leader / Commandant Commando Training Centre Royal Marines,Academic Profr of Music (Eng),,,,1,CIV
Ministry of Defence,Ministry of Defence,Navy Command TLB,1103525 / Royal Marines Training Stream Leader / Commandant Commando Training Centre Royal Marines,B2,,,,1,CIV
Ministry of Defence,Ministry of Defence,Navy Command TLB,1103525 / Royal Marines Training Stream Leader / Commandant Commando Training Centre Royal Marines,C1,,,,3,CIV
Ministry of Defence,Ministry of Defence,Navy Command TLB,1103525 / Royal Marines Training Stream Leader / Commandant Commando Training Centre Royal Marines,C2,,,,9,CIV
Ministry of Defence,Ministry of Defence,Navy Command TLB,1103525 / Royal Marines Training Stream Leader / Commandant Commando Training Centre Royal Marines,Civilian Medical Practitioner,65071,77303,,1,CIV
Ministry of Defence,Ministry of Defence,Navy Command TLB,1103525 / Royal Marines Training Stream Leader / Commandant Commando Training Centre Royal Marines,D,,,,18,CIV
Ministry of Defence,Ministry of Defence,Navy Command TLB,1103525 / Royal Marines Training Stream Leader / Commandant Commando Training Centre Royal Marines,E1,,,,36,CIV
Ministry of Defence,Ministry of Defence,Navy Command TLB,1103525 / Royal Marines Training Stream Leader / Commandant Commando Training Centre Royal Marines,E2,,,,20,CIV
Ministry of Defence,Ministry of Defence,Navy Command TLB,1103525 / Royal Marines Training Stream Leader / Commandant Commando Training Centre Royal Marines,Instr Profr of Music (Eng),,,,1,CIV
Ministry of Defence,Ministry of Defence,Navy Command TLB,1103525 / Royal Marines Training Stream Leader / Commandant Commando Training Centre Royal Marines,Physiotherapist Advanced,,,,2,CIV
Ministry of Defence,Ministry of Defence,Navy Command TLB,1103525 / Royal Marines Training Stream Leader / Commandant Commando Training Centre Royal Marines,Physiothrpst Specialist,,,,1,CIV
Ministry of Defence,Ministry of Defence,Navy Command TLB,1103525 / Royal Marines Training Stream Leader / Commandant Commando Training Centre Royal Marines,Radiographer Advanced,,,,1,CIV
Ministry of Defence,Ministry of Defence,Navy Command TLB,1103525 / Royal Marines Training Stream Leader / Commandant Commando Training Centre Royal Marines,Retired Offr 2,30136,34936,,1,CIV
Ministry of Defence,Ministry of Defence,Navy Command TLB,1103525 / Royal Marines Training Stream Leader / Commandant Commando Training Centre Royal Marines,Social Worker,23427,32440,,1,CIV
Ministry of Defence,Ministry of Defence,Navy Command TLB,1103525 / Royal Marines Training Stream Leader / Commandant Commando Training Centre Royal Marines,SZ1,,,,12,CIV
Ministry of Defence,Ministry of Defence,Navy Command TLB,1103525 / Royal Marines Training Stream Leader / Commandant Commando Training Centre Royal Marines,SZ2,,,,32,CIV
Ministry of Defence,Ministry of Defence,Navy Command TLB,1103525 / Royal Marines Training Stream Leader / Commandant Commando Training Centre Royal Marines,SZ3,,,,31,CIV
Ministry of Defence,Ministry of Defence,Navy Command TLB,1103525 / Royal Marines Training Stream Leader / Commandant Commando Training Centre Royal Marines,SZ4,,,,2,CIV
,,,,,,,,30324,
