Department ,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Net Total
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/03/2011,Recruitment Consultancy Costs,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1023526,814.72
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/03/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,HAYS SPECIALIST RECRUITMENT LTD,1020330,424.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/03/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,HAYS SPECIALIST RECRUITMENT LTD,1020331,595.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/03/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,HAYS SPECIALIST RECRUITMENT LTD,1020332,424.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/03/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1020530,630.08
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/03/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,HAYS SPECIALIST RECRUITMENT LTD,1020707,595.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/03/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,HAYS SPECIALIST RECRUITMENT LTD,1020737,523.92
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/03/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,HAYS SPECIALIST RECRUITMENT LTD,1020741,531
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,HAYS SPECIALIST RECRUITMENT LTD,1021351,523.92
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/03/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,HAYS SPECIALIST RECRUITMENT LTD,1021352,644.28
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/03/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1021367,415.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/03/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1021377,643.93
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/03/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1021380,519.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/03/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,HAYS SPECIALIST RECRUITMENT LTD,1021521,595.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,HAYS SPECIALIST RECRUITMENT LTD,1022008,579.84
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,HAYS SPECIALIST RECRUITMENT LTD,1022010,531
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,HAYS SPECIALIST RECRUITMENT LTD,1022011,318.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/03/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1022264,519.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/03/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1022265,415.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/03/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,OFFICE ANGELS LTD,1022580,415.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/03/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,HAYS SPECIALIST RECRUITMENT LTD,1022774,538.08
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/03/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,HAYS SPECIALIST RECRUITMENT LTD,1022782,424.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/03/2011,Conference and Exhibition Services,"Legal, People & Communications Group - Communications Directorate",WALLACESPACE LTD,1022686,921.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/03/2011,Leadership & People Management Training,"Legal, People & Communications Group - Communications Directorate",RESONANCE VOICE TRAINING LTD,1023460,680
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/03/2011,External Training,Strategy Group - Strategy Directorate,LEARNLAB LTD,1020731,1350
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/03/2011,Stationery,Strategy Group - Strategy Directorate,LYRECO UK LTD,1023308,222.36
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/03/2011,Rail Fares,Strategy Group - Strategy Directorate,"Personal Expense, Name Withheld.",10275953,166
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/03/2011,Taxis,Strategy Group - Strategy Directorate,"Personal Expense, Name Withheld.",10275953,26
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Rail Fares,Strategy Group - Strategy Directorate,"Personal Expense, Name Withheld.",10276056,145.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Mileage Allowances,Strategy Group - Strategy Directorate,"Personal Expense, Name Withheld.",10276056,6.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Other UK Travel & Subsistence,Strategy Group - Strategy Directorate,"Personal Expense, Name Withheld.",10276056,4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Rail Fares,Strategy Group - Strategy Directorate,"Personal Expense, Name Withheld.",10276057,145.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Mileage Allowances,Strategy Group - Strategy Directorate,"Personal Expense, Name Withheld.",10276057,6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Other UK Travel & Subsistence,Strategy Group - Strategy Directorate,"Personal Expense, Name Withheld.",10276057,4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Other UK Travel & Subsistence,Strategy Group - Strategy Directorate,"Personal Expense, Name Withheld.",10276058,12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Rail Fares,Strategy Group - Strategy Directorate,"Personal Expense, Name Withheld.",10276059,145.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Mileage Allowances,Strategy Group - Strategy Directorate,"Personal Expense, Name Withheld.",10276059,6.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Other UK Travel & Subsistence,Strategy Group - Strategy Directorate,"Personal Expense, Name Withheld.",10276059,8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Rail Fares,Strategy Group - Strategy Directorate,"Personal Expense, Name Withheld.",10276060,140.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/03/2011,Rail Fares,Strategy Group - Strategy Directorate,"Personal Expense, Name Withheld.",10276168,5.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/03/2011,Rail Fares,Strategy Group - Strategy Directorate,"Personal Expense, Name Withheld.",10276169,125.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/03/2011,Rail Fares,Strategy Group - Strategy Directorate,"Personal Expense, Name Withheld.",10276170,140
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/03/2011,Mileage Allowances,Strategy Group - Strategy Directorate,"Personal Expense, Name Withheld.",10276170,6.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/03/2011,Rail Fares,Strategy Group - Strategy Directorate,"Personal Expense, Name Withheld.",10276171,140
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/03/2011,Mileage Allowances,Strategy Group - Strategy Directorate,"Personal Expense, Name Withheld.",10276171,6.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/03/2011,Rail Fares,Strategy Group - Strategy Directorate,"Personal Expense, Name Withheld.",10276172,140
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/03/2011,Mileage Allowances,Strategy Group - Strategy Directorate,"Personal Expense, Name Withheld.",10276172,6.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/03/2011,Other UK Travel & Subsistence,Strategy Group - Strategy Directorate,"Personal Expense, Name Withheld.",10276172,8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/03/2011,Rail Fares,Strategy Group - Strategy Directorate,"Personal Expense, Name Withheld.",10276173,140
