Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction Number,Total
Ministry of Defence,Ministry of Defence,02/06/2011,Design services and minor equipment purchases,Defence Equipment & Support,MERKLE (UK) LIMITED,OL9 7LD,801995,20854.88
Ministry of Defence,Ministry of Defence,02/06/2011,Estate management,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,802000,158006.78
Ministry of Defence,Ministry of Defence,02/06/2011,Purchase of inventory and services ,Command Joint Operations,OFFICE DEPOT UK LTD,SP10 4JZ,802074,102.72
Ministry of Defence,Ministry of Defence,02/06/2011,Purchase of inventory and services ,Navy Command,OFFICE DEPOT UK LTD,SP10 4JZ,802074,144.99
Ministry of Defence,Ministry of Defence,02/06/2011,Administration ,Defence Equipment & Support,OFFICE DEPOT UK LTD,SP10 4JZ,802074,238.98
Ministry of Defence,Ministry of Defence,02/06/2011,Purchase of inventory and services ,Defence Infrastructure Organisation ,OFFICE DEPOT UK LTD,SP10 4JZ,802074,903.3
Ministry of Defence,Ministry of Defence,02/06/2011,Purchase of inventory and services ,Central TLB,OFFICE DEPOT UK LTD,SP10 4JZ,802074,2689.59
Ministry of Defence,Ministry of Defence,02/06/2011,Purchase of inventory and services ,Land Forces,OFFICE DEPOT UK LTD,SP10 4JZ,802074,5892.68
Ministry of Defence,Ministry of Defence,02/06/2011,Purchase of inventory and services ,Air Command,OFFICE DEPOT UK LTD,SP10 4JZ,802074,5934.82
Ministry of Defence,Ministry of Defence,02/06/2011,Purchase of inventory and services ,Defence Equipment & Support,OFFICE DEPOT UK LTD,SP10 4JZ,802074,6042.86
Ministry of Defence,Ministry of Defence,02/06/2011,Research and development,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,802099,95467.37
Ministry of Defence,Ministry of Defence,02/06/2011,Design services and minor equipment purchases,Defence Equipment & Support,ROCKWELL COLLINS UK LIMITED,RG6 1LA,802112,7439.72
Ministry of Defence,Ministry of Defence,02/06/2011,"Transporation of personnel, freight and travel expenses",Air Command,ROYAL BRUNEI AIRLINES SDN BHD,,802117,1303.97
Ministry of Defence,Ministry of Defence,02/06/2011,"Transporation of personnel, freight and travel expenses",Land Forces,ROYAL BRUNEI AIRLINES SDN BHD,,802117,232700.72
Ministry of Defence,Ministry of Defence,02/06/2011,Fees for professional services,Central TLB,SERCO LIMITED,RG27 9UY,802131,3211.04
Ministry of Defence,Ministry of Defence,02/06/2011,Estate management,Air Command,SERCO LIMITED,RG27 9UY,802131,10202.94
Ministry of Defence,Ministry of Defence,02/06/2011,Estate management,Defence Infrastructure Organisation ,SERCO LIMITED,RG27 9UY,802131,14130
Ministry of Defence,Ministry of Defence,02/06/2011,Food and clothing,Defence Equipment & Support,SERCO LIMITED,RG27 9UY,802131,66929.43
Ministry of Defence,Ministry of Defence,02/06/2011,Design services and minor equipment purchases,Air Command,SERCO LIMITED,RG27 9UY,802131,1187455.53
Ministry of Defence,Ministry of Defence,02/06/2011,Estate management,Defence Equipment & Support,SODEXO LTD,M50 0AL,802140,169.2
Ministry of Defence,Ministry of Defence,02/06/2011,"Transporation of personnel, freight and travel expenses",Air Command,SODEXO LTD,M50 0AL,802140,292.25
Ministry of Defence,Ministry of Defence,02/06/2011,Estate management,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,802140,36135.04
Ministry of Defence,Ministry of Defence,02/06/2011,Food and clothing,Defence Equipment & Support,SODEXO LTD,M50 0AL,802140,38701.59
Ministry of Defence,Ministry of Defence,02/06/2011,IT and communication services,Central TLB,SOFTWARE BOX LTD,YO61 1ET,802141,46770.8
Ministry of Defence,Ministry of Defence,02/06/2011,Payment of utilities,Defence Infrastructure Organisation ,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,802157,-27524.04
Ministry of Defence,Ministry of Defence,02/06/2011,Payment of utilities,Central TLB,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,802157,-62.59
Ministry of Defence,Ministry of Defence,02/06/2011,Payment of utilities,Defence Equipment & Support,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,802157,71733.54
Ministry of Defence,Ministry of Defence,02/06/2011,Design services and minor equipment purchases,Defence Equipment & Support,THALES MISSILE ELECTRONICS LTD,RG21 4HJ,802169,201229.13
Ministry of Defence,Ministry of Defence,02/06/2011,Design services and minor equipment purchases,Air Command,XMA LTD,NG11 7EP,802219,393.73
Ministry of Defence,Ministry of Defence,02/06/2011,Purchase of inventory and services ,Defence Infrastructure Organisation ,XMA LTD,NG11 7EP,802219,640.61
Ministry of Defence,Ministry of Defence,02/06/2011,Administration ,Defence Equipment & Support,XMA LTD,NG11 7EP,802219,865.9
Ministry of Defence,Ministry of Defence,02/06/2011,Purchase of inventory and services ,Command Joint Operations,XMA LTD,NG11 7EP,802219,2178.26
Ministry of Defence,Ministry of Defence,02/06/2011,Purchase of inventory and services ,Central TLB,XMA LTD,NG11 7EP,802219,2293.74
Ministry of Defence,Ministry of Defence,02/06/2011,Purchase of inventory and services ,Navy Command,XMA LTD,NG11 7EP,802219,7064.15
Ministry of Defence,Ministry of Defence,02/06/2011,Purchase of inventory and services ,Defence Equipment & Support,XMA LTD,NG11 7EP,802219,9295.44
Ministry of Defence,Ministry of Defence,02/06/2011,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,802219,9512.07
Ministry of Defence,Ministry of Defence,02/06/2011,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,802219,37039.69
Ministry of Defence,Defence Support Group,02/06/2011,Works-Planned Maintenance,Land Supply,BABCOCK SUPPORT SERVICES LTD,,10127100,231583.85
Ministry of Defence,Ministry of Defence,02/06/2011,Food and clothing,Defence Equipment & Support,ADB BVBA.,,2000000872,4591.46
Ministry of Defence,Ministry of Defence,02/06/2011,Design services and minor equipment purchases,Defence Equipment & Support,ADB BVBA.,,2000000872,40350.4
Ministry of Defence,Ministry of Defence,02/06/2011,Fuel for military use,Air Command,BP INTERNATIONAL LIMITED,HP2 4UL,2000011765,29989.46
Ministry of Defence,Ministry of Defence,02/06/2011,Fuel for military use,Air Command,WORLD FUEL SERVICES EUROPE  LTD.,SW1E 5BH,2000011770,116154.92
Ministry of Defence,Ministry of Defence,02/06/2011,Estate management,Defence Infrastructure Organisation ,BEZIRKSREGIERUNG DUESSELDORF,,5000057110,53713.06
Ministry of Defence,Ministry of Defence,02/06/2011,Payment of utilities,Land Forces,E.ON,,5000057140,239596.47
Ministry of Defence,Ministry of Defence,02/06/2011,Estate management,Defence Infrastructure Organisation ,ELMATIC WAERME-TECHNOLOGIE GMBH METALLBAU,,5000057142,25573.65
Ministry of Defence,Ministry of Defence,02/06/2011,Medical treatment & stores and welfare services.,Land Forces,GUY'S & ST THOMAS NHS FOUNDATION TRUST,,5000057154,147639.37
Ministry of Defence,Ministry of Defence,02/06/2011,Estate management,Defence Infrastructure Organisation ,LENGELING SERVICE GMBH,,5000057188,77263.92
Ministry of Defence,Ministry of Defence,02/06/2011,Payment of utilities,Defence Infrastructure Organisation ,MABANAFT DEUTSCHLAND GMBH,,5000057190,117373.25
Ministry of Defence,United Kingdom Hydrographic Office,02/06/2011,Projects - Large Purchases,Admiralty Vector Chart Service Programme,Maritime Information Systems AS,,1500012298,126090.58
Ministry of Defence,United Kingdom Hydrographic Office,02/06/2011,Rates,Facilities Management,Taunton Deane Borough Council,,1500012303,25547
Ministry of Defence,Council of Reserve Forces and Cadets Associations,03/06/2011,Rent and rates,Infrastructure,Canterbury City Council,,1778,34473.5
Ministry of Defence,Ministry of Defence,03/06/2011,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,EGLINTON (TIMBER PRODUCTS)  LIMITED,BT47 3PY,32528,10612.8
Ministry of Defence,Ministry of Defence,03/06/2011,Food and clothing,Defence Equipment & Support,KERRY FOODS LIMITED,,32530,93759.96
Ministry of Defence,Ministry of Defence,03/06/2011,Purchase of plant and machinery,Defence Equipment & Support,STS DEFENCE LIMITED,PO12 1AF,160473,63396.39
Ministry of Defence,Met Office,03/06/2011,Accommodation,Chief Financial Officer,Total Gas & Power Limited,,308133,83281.12
Ministry of Defence,Met Office,03/06/2011,Services,Technology,Bt Plc,,308141,163964.55
Ministry of Defence,Met Office,03/06/2011,Accommodation,Chief Financial Officer,Owm Properties,,308212,51500
Ministry of Defence,Ministry of Defence,03/06/2011,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,CV2 2TX,802223,455.97
Ministry of Defence,Ministry of Defence,03/06/2011,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,CV2 2TX,802223,1419.54
Ministry of Defence,Ministry of Defence,03/06/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,802223,2213.45
Ministry of Defence,Ministry of Defence,03/06/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,CV2 2TX,802223,4874.91
Ministry of Defence,Ministry of Defence,03/06/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,802223,12575.79
Ministry of Defence,Ministry of Defence,03/06/2011,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,CV2 2TX,802223,16112.28
Ministry of Defence,Ministry of Defence,03/06/2011,Rental of plant and machinery,Defence Equipment & Support,ALC (SPC) LIMITED,OX25 2LD,802235,3401522.68
Ministry of Defence,Ministry of Defence,03/06/2011,IT and communication services,Defence Equipment & Support,ALLAN WEBB LTD,GL10 3RF,802237,18.87
Ministry of Defence,Ministry of Defence,03/06/2011,Medical treatment & stores and welfare services.,Central TLB,ALLIANCE MEDICAL LIMITED,CV34 6DA,802238,46418.96
Ministry of Defence,Ministry of Defence,03/06/2011,Property leases,Defence Infrastructure Organisation ,ASPIRE DEFENCE LIMITED,SP9 7QD,802243,27816.69
Ministry of Defence,Ministry of Defence,03/06/2011,Estate management,Land Forces,CANON (UK) LIMITED,RH2 8BF,802303,198.22
Ministry of Defence,Ministry of Defence,03/06/2011,IT and communication services,Land Forces,CANON (UK) LIMITED,RH2 8BF,802303,201.31
Ministry of Defence,Ministry of Defence,03/06/2011,Purchase of inventory and services ,Navy Command,CANON (UK) LIMITED,RH2 8BF,802303,206.31
Ministry of Defence,Ministry of Defence,03/06/2011,Administration ,Defence Equipment & Support,CANON (UK) LIMITED,RH2 8BF,802303,238.48
Ministry of Defence,Ministry of Defence,03/06/2011,Estate management,Air Command,CANON (UK) LIMITED,RH2 8BF,802303,347.15
Ministry of Defence,Ministry of Defence,03/06/2011,General services and support,Central TLB,CANON (UK) LIMITED,RH2 8BF,802303,358.61
Ministry of Defence,Ministry of Defence,03/06/2011,Administration ,Central TLB,CANON (UK) LIMITED,RH2 8BF,802303,396.7
Ministry of Defence,Ministry of Defence,03/06/2011,"Adminstration, claims, compensation and awards",Land Forces,CANON (UK) LIMITED,RH2 8BF,802303,702.52
Ministry of Defence,Ministry of Defence,03/06/2011,Estate management,Defence Infrastructure Organisation ,CANON (UK) LIMITED,RH2 8BF,802303,731.6
Ministry of Defence,Ministry of Defence,03/06/2011,Purchase of inventory and services ,Air Command,CANON (UK) LIMITED,RH2 8BF,802303,1077.65
Ministry of Defence,Ministry of Defence,03/06/2011,General services and support,Defence Equipment & Support,CANON (UK) LIMITED,RH2 8BF,802303,2387.55
Ministry of Defence,Ministry of Defence,03/06/2011,Purchase of inventory and services ,Central TLB,CANON (UK) LIMITED,RH2 8BF,802303,2760.13
Ministry of Defence,Ministry of Defence,03/06/2011,Administration ,Air Command,CANON (UK) LIMITED,RH2 8BF,802303,3484.07
Ministry of Defence,Ministry of Defence,03/06/2011,Purchase of inventory and services ,Defence Infrastructure Organisation ,CANON (UK) LIMITED,RH2 8BF,802303,6073.04
Ministry of Defence,Ministry of Defence,03/06/2011,Purchase of inventory and services ,Land Forces,CANON (UK) LIMITED,RH2 8BF,802303,6986.93
Ministry of Defence,Ministry of Defence,03/06/2011,Purchase of inventory and services ,Defence Equipment & Support,CANON (UK) LIMITED,RH2 8BF,802303,8537.54
Ministry of Defence,Ministry of Defence,03/06/2011,Fees for professional services,Air Command,CARILLIONENTERPRISE LIMITED,B75 7RL,802308,66141.11
Ministry of Defence,Ministry of Defence,03/06/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,CITYSPRINT (UK) LIMITED,RH1 1SH,802324,33811.91
Ministry of Defence,Ministry of Defence,03/06/2011,Estate management,Defence Equipment & Support,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,802327,18.42
Ministry of Defence,Ministry of Defence,03/06/2011,Estate management,Central TLB,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,802327,112.32
Ministry of Defence,Ministry of Defence,03/06/2011,Food and clothing,Air Command,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,802327,147.67
Ministry of Defence,Ministry of Defence,03/06/2011,Estate management,Air Command,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,802327,159.97
Ministry of Defence,Ministry of Defence,03/06/2011,Estate management,Land Forces,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,802327,1700.7
Ministry of Defence,Ministry of Defence,03/06/2011,Food and clothing,Defence Infrastructure Organisation ,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,802327,13147.02
Ministry of Defence,Ministry of Defence,03/06/2011,Estate management,Defence Infrastructure Organisation ,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,802327,17482.58
Ministry of Defence,Ministry of Defence,03/06/2011,Estate management,Navy Command,CORPS OF COMMISSIONAIRES  MANAGEMENT LIMITED,RH10 9WE,802333,41625.79
Ministry of Defence,Ministry of Defence,03/06/2011,Purchase of inventory and services ,Central TLB,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,802345,97.75
Ministry of Defence,Ministry of Defence,03/06/2011,Administration ,Central TLB,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,802345,518.94
Ministry of Defence,Ministry of Defence,03/06/2011,"Adminstration, claims, compensation and awards",Central TLB,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,802345,706.71
Ministry of Defence,Ministry of Defence,03/06/2011,Payment of utilities,Central TLB,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,802345,32792.81
Ministry of Defence,Ministry of Defence,03/06/2011,IT and communication services,Land Forces,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,802346,67.41
Ministry of Defence,Ministry of Defence,03/06/2011,Fees for professional services,Navy Command,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,802346,67.43
Ministry of Defence,Ministry of Defence,03/06/2011,Medical treatment & stores and welfare services.,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,802346,68.1
Ministry of Defence,Ministry of Defence,03/06/2011,Administration ,Central TLB,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,802346,288.65
Ministry of Defence,Ministry of Defence,03/06/2011,Fees for professional services,Land Forces,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,802346,376.45
Ministry of Defence,Ministry of Defence,03/06/2011,Estate management,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,802346,433.08
Ministry of Defence,Ministry of Defence,03/06/2011,Fees for professional services,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,802346,595.9
Ministry of Defence,Ministry of Defence,03/06/2011,Design services and minor equipment purchases,Navy Command,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,802346,954.05
Ministry of Defence,Ministry of Defence,03/06/2011,Preparation of land & buildings for disposal,Defence Infrastructure Organisation ,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,802346,1146.76
Ministry of Defence,Ministry of Defence,03/06/2011,Design services and minor equipment purchases,Air Command,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,802346,2177.56
Ministry of Defence,Ministry of Defence,03/06/2011,Estate management,Central TLB,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,802346,6421.12
Ministry of Defence,Ministry of Defence,03/06/2011,General services and support,Air Command,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,802346,7144.21
Ministry of Defence,Ministry of Defence,03/06/2011,Purchase of inventory and services ,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,802346,9603.16
Ministry of Defence,Ministry of Defence,03/06/2011,Fees for professional services,Central TLB,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,802346,9865.32
Ministry of Defence,Ministry of Defence,03/06/2011,Fees for professional services,Command Joint Operations,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,802346,10437.02
