Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Voluntary & Community Sector,SME Class,Sole Trader,Transaction number,Narrative,Postal Code,Amount in Sterling,Grant?
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,EAST RIDING OF YORKS,,,,5000172952,Grant Payable by Exchequer,HU17 9AB,"3,720,651.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,EAST SUSSEX COUNTY CNCL,,,,5000172964,Grant Payable by Exchequer,BN7 1SF,"4,274,856.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,EAST SUSSEX FIRE AUTHORITY,,,,5000172968,Grant Payable by Exchequer,BN21 1EU,"501,973.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,ENFIELD LB,,,,5000173009,Grant Payable by Exchequer,EN1 3XF,"4,754,626.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,ESSEX COUNTY CNCL,,,,5000173037,Grant Payable by Exchequer,CM1 1JZ,"10,294,383.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,ESSEX FIRE AUTHORITY,,,,5000173041,Grant Payable by Exchequer,CM8 3HB,"1,172,530.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,ESSEX POLICE AUTHORITY,,,,5000173045,Grant Payable by Exchequer,CM2 6DA,"2,383,553.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,GATESHEAD MBC,,,,5000173096,Grant Payable by Exchequer,NE8 1HH,"3,842,656.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,GREATER LONDON AUTHORITY,,,,5000173112,Grant Payable by Exchequer,SE10 1AJ,"32,577,710.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,GLOUCESTERSHIRE COUNTY CNCL,,,,5000173124,Grant Payable by Exchequer,GL1 2TG,"5,001,298.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,GLOUCESTERSHIRE POLICE AUTHORITY,,,,5000173128,Grant Payable by Exchequer,GL2 2AN,"811,173.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,GREENWICH LB,,,,5000173160,Grant Payable by Exchequer,SE18 6RA,"6,023,703.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,LONDON BOROUGH OF HACKNEY,,,,5000173172,Grant Payable by Exchequer,E8 4RU,"8,161,819.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,HALTON BC,,,,5000173183,Grant Payable by Exchequer,WA8 7QF,"2,431,728.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,HAMPSHIRE COUNTY COUNCIL,,,,5000173203,Grant Payable by Exchequer,SO23 8UB,"6,736,282.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,HAMPSHIRE FIRE & RESCUE AUTHORITY,,,,5000173207,Grant Payable by Exchequer,SO23 8UB,"1,064,304.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,HAMPSHIRE POLICE AUTHORITY,,,,5000173211,Grant Payable by Exchequer,SO23 8UB,"2,695,515.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,HARINGEY LB,,,,5000173227,Grant Payable by Exchequer,N22 7TR,"5,559,539.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,HARROW LB,,,,5000173247,Grant Payable by Exchequer,HA1 2UZ,"2,544,462.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,HARTLEPOOL BOROUGH COUNCIL,,,,5000173265,Grant Payable by Exchequer,TS24 7BT,"1,887,138.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,HEREFORD WORCESTER FIRE BRIGADE,,,,5000173293,Grant Payable by Exchequer,WR1 2HQ,"377,616.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,HEREFORDSHIRE DISTRICT COUNCIL,,,,5000173297,Grant Payable by Exchequer,HR1 1SH,"2,183,980.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,HERTFORDSHIRE POLICE AUTH,,,,5000173305,Grant Payable by Exchequer,AL8 6XF,"1,615,389.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,HERTFORDSHIRE CONTY CNCL,,,,5000173309,Grant Payable by Exchequer,SG13 8DQ,"7,282,849.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,HUMBERSIDE FIRE & RESCUE SERVICE,,,,5000173362,Grant Payable by Exchequer,HU4 7BB,"929,811.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,HUMBERSIDE POLICE,,,,5000173366,Grant Payable by Exchequer,HU5 5SF,"2,015,173.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,ISLE OF WIGHT CNCL,,,,5000172785,Grant Payable by Exchequer,PO30 1UD,"2,307,493.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,ISLES OF SCILLY COUNCIL,,,,5000172801,Grant Payable by Exchequer,TR21 0LW,"94,303.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,KENT COUNTY CNCL,,,,5000172825,Grant Payable by Exchequer,ME14 1XQ,"11,465,407.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,KENT & MEDWAY TOWNS FIRE AUTHORITY,,,,5000172829,Grant Payable by Exchequer,ME15 6XB,"1,031,110.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,KENT POLICE AUTHORITY,,,,5000172833,Grant Payable by Exchequer,ME15 9BZ,"2,961,759.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,HULL CITY COUNCIL,,,,5000172853,Grant Payable by Exchequer,HU1 2AA,"5,657,546.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,KIRKLEES MBC,,,,5000172869,Grant Payable by Exchequer,HD1 2YU,"5,776,632.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,KNOWSLEY MBC,,,,5000172881,Grant Payable by Exchequer,L36 9YZ,"4,291,777.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,LONDON BOROUGH OF LAMBETH,,,,5000172889,Grant Payable by Exchequer,SW2 1RL,"8,011,396.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,LANCASHIRE COUNTY CNCL,,,,5000172893,Grant Payable by Exchequer,PR1 8RD,"12,107,482.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,LANCASHIRE COMBINED FIRE AUTHORITY,,,,5000172897,Grant Payable by Exchequer,PR2 3LH,"1,134,015.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,LANCASHIRE POLICE AUTHORITY,,,,5000172901,Grant Payable by Exchequer,PR1 OLD,"3,365,291.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,LEICESTER CITY CNCL,,,,5000172921,Grant Payable by Exchequer,LE1 6ZG,"6,888,559.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,LEICS LEICESTERSHIRE RUTLAND CFA,,,,5000172927,Grant Payable by Exchequer,LE3 8HD,"660,791.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,LEICESTERSHIRE POLICE AUTHORITY,,,,5000172931,Grant Payable by Exchequer,LE99 1A2,"1,740,836.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,LEICESTERSHIRE COUNTY CNCL,,,,5000172935,Grant Payable by Exchequer,LE3 8RB,"3,948,323.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,LEWISHAM LB,,,,5000172947,Grant Payable by Exchequer,SE6 4RU,"6,769,301.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,LINCOLNSHIRE POLICE AUTH,,,,5000172971,Grant Payable by Exchequer,LN5 7PH,"893,116.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,LINCOLNSHIRE COUNTY CNCL,,,,5000172975,Grant Payable by Exchequer,LN1 1YG,"7,668,289.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,LIVERPOOL CITY COUNCIL,,,,5000172979,Grant Payable by Exchequer,L1 6JD,"12,337,683.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,LUTON BC,,,,5000172991,Grant Payable by Exchequer,LU1 1DX,"3,307,710.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,GREATER MANCHESTER FIRE,,,,5000173026,Grant Payable by Exchequer,M27 2US,"2,473,792.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,GREATER MANCHESTER POL AUTH,,,,5000173030,Grant Payable by Exchequer,M16 0RE,"7,983,704.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,MERSEYSIDE FIRE & RESCUE SERVICE,,,,5000173065,Grant Payable by Exchequer,L30 4YD,"1,520,528.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,MERSEYSIDE POLICE AUTH,,,,5000173069,Grant Payable by Exchequer,L69 1JD,"4,843,371.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,MIDDLESBROUGH BC,,,,5000173111,Grant Payable by Exchequer,TS1 9GA,"3,132,973.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,LONDON BOROUGH OF NEWHAM,,Large,,5000173174,Grant Payable by Exchequer,E16 2QU,"7,979,615.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,NORFOLK COUNTY COUNCIL,,,,5000173178,Grant Payable by Exchequer,NR1 2DW,"9,322,653.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,NORFOLK POLICE AUTHORITY,,,,5000173182,Grant Payable by Exchequer,NR18 0WW,"1,201,937.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,NORTH TYNESIDE MBC,,,,5000173249,Grant Payable by Exchequer,NE30 1AE,"3,285,455.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,NORTH YORKSHIRE CC,,,,5000173267,Grant Payable by Exchequer,DL7 8AL,"4,435,830.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,NORTH YORKSHIRE FIRE & RESCUE AUTH,,,,5000173271,Grant Payable by Exchequer,DL6 1AB,"442,868.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,NORTH YORKSHIRE POLICE AUTHORITY,,,,5000173275,Grant Payable by Exchequer,DL7 9HA,"1,150,489.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,NORTHAMPTONSHIRE COUNTY COUNCIL,,,,5000173287,Grant Payable by Exchequer,NN4 7DB,"6,114,613.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,NORTHAMPTONSHIRE POLICE AUTH,,,,5000173291,Grant Payable by Exchequer,NN1 5DQ,"1,045,478.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,NORTHUMBRIA POLICE AUTH,,,,5000173295,Grant Payable by Exchequer,NE1 8DL,"4,597,148.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,NOTTINGHAM CITY COUNCIL,,,,5000173310,Grant Payable by Exchequer,NG1 7DW,"6,705,419.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,NOTTINGHAMSHIRE COUNTY CNCL,,,,5000173314,Grant Payable by Exchequer,NG1 4BU,"7,210,705.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,NOTTS & CITY NOTTINGHAM FIRE AUTH,,,,5000173317,Grant Payable by Exchequer,NG5 8PD,"821,253.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,NOTTINGHAMSHIRE POLICE AU,,,,5000173321,Grant Payable by Exchequer,NG5 8PP,"2,069,142.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,OLDHAM MBC,,,,5000173353,Grant Payable by Exchequer,OL1 1UH,"4,441,777.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,OXFORDSHIRE CC,,,,5000173365,Grant Payable by Exchequer,OX4 2GQ,"4,432,505.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,PLYMOUTH CITY CNCL,,,,5000172782,Grant Payable by Exchequer,PL1 2AA,"4,075,846.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,LONDON BOROUGH OF REDBRIDGE,,,,5000172834,Grant Payable by Exchequer,IG1 1NN,"3,667,857.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,REDCAR & CLEVELAND BOROUGH COUNCIL,,,,5000172842,Grant Payable by Exchequer,TS6 9AR,"2,467,129.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,ROCHDALE MBC,,,,5000172890,Grant Payable by Exchequer,OL16 1LQ,"4,192,519.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,ROTHERHAM MBC,,,,5000172922,Grant Payable by Exchequer,S65 1UF,"4,469,154.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,SALFORD CITY CNCL,,,,5000172978,Grant Payable by Exchequer,M27 5AW,"4,921,346.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,SANDWELL MBC,,,,5000172990,Grant Payable by Exchequer,B69 3BS,"6,767,060.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,SEFTON MBC,,,,5000173015,Grant Payable by Exchequer,L20 3NQ,"4,581,693.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,SHEFFIELD CITY CNCL,,,,5000173035,Grant Payable by Exchequer,S1 1UR,"10,293,333.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,SHROPSHIRE & WREKIN FIRE AUTHORITY,,,,5000173051,Grant Payable by Exchequer,SY1 2HJ,"271,488.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,SOMERSET COUNTY CNCL,,,,5000173068,Grant Payable by Exchequer,TA1 4DY,"4,722,716.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,SOUTH TYNESIDE COUNCIL,,,,5000173189,Grant Payable by Exchequer,NE33 2RL,"3,267,654.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,SOUTH YORKSHIRE FIRE & CD,,,,5000173197,Grant Payable by Exchequer,S1 3FG,"1,207,446.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,SOUTH YORKSHIRE P A,,,,5000173201,Grant Payable by Exchequer,S3 8LY,"3,429,602.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,SOUTHEND ON SEA BC,,,,5000173212,Grant Payable by Exchequer,SS2 6EP,"2,322,687.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,ST HELENS MBC,,,,5000173252,Grant Payable by Exchequer,WA10 1HP,"3,302,065.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,STAFFORDSHIRE COUNTY CNCL,,,,5000173268,Grant Payable by Exchequer,ST16 2LH,"6,342,784.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,STAFFORDSHIRE  FIRE & RESCUE SERV,,,,5000173272,Grant Payable by Exchequer,ST15 0BS,"672,713.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,STAFFORDSHIRE POLICE AUTHORITY,,,,5000173284,Grant Payable by Exchequer,ST16 2NF,"1,775,401.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,STOKE ON TRENT CITY COUNCIL,,,,5000173316,Grant Payable by Exchequer,ST4 1RJ,"4,719,609.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,SUFFOLK COUNTY CNCL,,,,5000173336,Grant Payable by Exchequer,IP4 2JP,"6,722,446.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,SUFFOLK POLICE AUTHORITY,,,,5000173348,Grant Payable by Exchequer,IP5 3QS,"989,220.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,SUNDERLAND DC,,,,5000173356,Grant Payable by Exchequer,SR2 7DN,"5,736,629.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,SURREY COUNTY CNCL,,,,5000173360,Grant Payable by Exchequer,KT1 2EA,"5,531,607.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,SURREY POLICE AUTHORITY,,,,5000172775,Grant Payable by Exchequer,KT1 2EA,"1,279,499.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,SUSSEX POLICE AUTHORITY,,,,5000172779,Grant Payable by Exchequer,PO19 1RG,"2,389,389.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,TAMESIDE MBC,,,,5000172811,Grant Payable by Exchequer,OL6 6DL,"3,872,407.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,THAMES VALLEY POLICE AUTHORITY,,,,5000172879,Grant Payable by Exchequer,OX5 2NX,"3,243,709.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,TORBAY BC,,,,5000172915,Grant Payable by Exchequer,TQ1 3DR,"2,264,947.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,TYNE & WEAR FIRE AUTHORITY,,,,5000172957,Grant Payable by Exchequer,SR2 7DN,"1,168,013.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,WALSALL MBC,,,,5000172996,Grant Payable by Exchequer,WS1 1TW,"4,974,829.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,WALTHAM FOREST LB,,,,5000173008,Grant Payable by Exchequer,E17 4JA,"4,569,246.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,WANDSWORTH LB,,,,5000173012,Grant Payable by Exchequer,SW18 2PU,"5,539,858.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,WARWICKSHIRE COUNTY CNCL,,,,5000173036,Grant Payable by Exchequer,CV34 4RH,"3,894,208.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,WARWICKSHIRE POLICE AUTHORITY,,,,5000173040,Grant Payable by Exchequer,CV35 7QB,"729,321.00",Yes
Communities & Local Government,DCLG,01/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,WEST MERCIA POLICE AUTH,,,,5000173135,Grant Payable by Exchequer,WR5 2NP,"1,888,971.00",Yes
