Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Voluntary & Community Sector,SME Class,Sole Trader,Transaction number,Narrative,Postal Code,Amount in Sterling,Grant?
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,EAST SUSSEX FIRE AUTHORITY,,,,5000175647,Grant Payable by Exchequer,BN21 1EU,"501,973.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,ENFIELD LB,,,,5000175692,Grant Payable by Exchequer,EN1 3XF,"4,754,627.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,ESSEX COUNTY CNCL,,,,5000175732,Grant Payable by Exchequer,CM1 1JZ,"10,294,383.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,ESSEX FIRE AUTHORITY,,,,5000175737,Grant Payable by Exchequer,CM8 3HB,"1,172,530.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,ESSEX POLICE AUTHORITY,,,,5000175742,Grant Payable by Exchequer,CM2 6DA,"2,383,553.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,GATESHEAD MBC,,,,5000175807,Grant Payable by Exchequer,NE8 1HH,"3,842,656.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,GREATER LONDON AUTHORITY,,,,5000175828,Grant Payable by Exchequer,SE10 1AJ,"32,577,711.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,GLOUCESTERSHIRE COUNTY CNCL,,,,5000175843,Grant Payable by Exchequer,GL1 2TG,"5,001,298.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,GLOUCESTERSHIRE POLICE AUTHORITY,,,,5000175848,Grant Payable by Exchequer,GL2 2AN,"811,173.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,GREENWICH LB,,,,5000175888,Grant Payable by Exchequer,SE18 6RA,"6,023,704.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,LONDON BOROUGH OF HACKNEY,,,,5000175910,Grant Payable by Exchequer,E8 4RU,"8,161,818.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,HALTON BC,,,,5000175920,Grant Payable by Exchequer,WA8 7QF,"2,431,728.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,HAMPSHIRE COUNTY COUNCIL,,,,5000175945,Grant Payable by Exchequer,SO23 8UB,"6,736,282.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,HAMPSHIRE FIRE & RESCUE AUTHORITY,,,,5000175949,Grant Payable by Exchequer,SO23 8UB,"1,064,305.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,HAMPSHIRE POLICE AUTHORITY,,,,5000175954,Grant Payable by Exchequer,SO23 8UB,"2,695,515.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,HARINGEY LB,,,,5000175969,Grant Payable by Exchequer,N22 7TR,"5,559,539.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,HARROW LB,,,,5000175999,Grant Payable by Exchequer,HA1 2UZ,"2,544,462.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,HARTLEPOOL BOROUGH COUNCIL,,,,5000176024,Grant Payable by Exchequer,TS24 7BT,"1,887,138.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,HEREFORD WORCESTER FIRE BRIGADE,,,,5000176060,Grant Payable by Exchequer,WR1 2HQ,"377,616.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,HEREFORDSHIRE DISTRICT COUNCIL,,,,5000176065,Grant Payable by Exchequer,HR1 1SH,"2,183,980.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,HERTFORDSHIRE POLICE AUTH,,,,5000176075,Grant Payable by Exchequer,AL8 6XF,"1,615,388.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,HERTFORDSHIRE CONTY CNCL,,,,5000176080,Grant Payable by Exchequer,SG13 8DQ,"7,282,849.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,HUMBERSIDE FIRE & RESCUE SERVICE,,,,5000176145,Grant Payable by Exchequer,HU4 7BB,"929,810.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,HUMBERSIDE POLICE,,,,5000176150,Grant Payable by Exchequer,HU5 5SF,"2,015,172.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,ISLE OF WIGHT CNCL,,,,5000175419,Grant Payable by Exchequer,PO30 1UD,"2,307,492.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,ISLES OF SCILLY COUNCIL,,,,5000175440,Grant Payable by Exchequer,TR21 0LW,"94,303.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,KENT COUNTY CNCL,,,,5000175470,Grant Payable by Exchequer,ME14 1XQ,"11,465,407.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,KENT & MEDWAY TOWNS FIRE AUTHORITY,,,,5000175475,Grant Payable by Exchequer,ME15 6XB,"1,031,110.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,KENT POLICE AUTHORITY,,,,5000175480,Grant Payable by Exchequer,ME15 9BZ,"2,961,759.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,HULL CITY COUNCIL,,,,5000175505,Grant Payable by Exchequer,HU1 2AA,"5,657,546.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,KIRKLEES MBC,,,,5000175525,Grant Payable by Exchequer,HD1 2YU,"5,776,632.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,KNOWSLEY MBC,,,,5000175539,Grant Payable by Exchequer,L36 9YZ,"4,291,777.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,LONDON BOROUGH OF LAMBETH,,,,5000175548,Grant Payable by Exchequer,SW2 1RL,"8,011,396.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,LANCASHIRE COUNTY CNCL,,,,5000175554,Grant Payable by Exchequer,PR1 8RD,"12,107,482.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,LANCASHIRE COMBINED FIRE AUTHORITY,,,,5000175559,Grant Payable by Exchequer,PR2 3LH,"1,134,014.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,LANCASHIRE POLICE AUTHORITY,,,,5000175564,Grant Payable by Exchequer,PR1 OLD,"3,365,291.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,LEICESTER CITY CNCL,,,,5000175589,Grant Payable by Exchequer,LE1 6ZG,"6,888,558.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,LEICS LEICESTERSHIRE RUTLAND CFA,,,,5000175599,Grant Payable by Exchequer,LE3 8HD,"660,792.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,LEICESTERSHIRE POLICE AUTHORITY,,,,5000175605,Grant Payable by Exchequer,LE99 1A2,"1,740,836.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,LEICESTERSHIRE COUNTY CNCL,,,,5000175610,Grant Payable by Exchequer,LE3 8RB,"3,948,323.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,LEWISHAM LB,,,,5000175625,Grant Payable by Exchequer,SE6 4RU,"6,769,301.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,LINCOLNSHIRE POLICE AUTH,,,,5000175653,Grant Payable by Exchequer,LN5 7PH,"893,116.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,LINCOLNSHIRE COUNTY CNCL,,,,5000175659,Grant Payable by Exchequer,LN1 1YG,"7,668,289.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,LIVERPOOL CITY COUNCIL,,,,5000175664,Grant Payable by Exchequer,L1 6JD,"12,337,682.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,LUTON BC,,,,5000175679,Grant Payable by Exchequer,LU1 1DX,"3,307,710.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,GREATER MANCHESTER FIRE,,,,5000175723,Grant Payable by Exchequer,M27 2US,"2,473,793.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,GREATER MANCHESTER POL AUTH,,,,5000175728,Grant Payable by Exchequer,M16 0RE,"7,983,705.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,MERSEYSIDE FIRE & RESCUE SERVICE,,,,5000175772,Grant Payable by Exchequer,L30 4YD,"1,520,527.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,MERSEYSIDE POLICE AUTH,,,,5000175777,Grant Payable by Exchequer,L69 1JD,"4,843,371.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,MIDDLESBROUGH BC,,,,5000175827,Grant Payable by Exchequer,TS1 9GA,"3,132,972.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,LONDON BOROUGH OF NEWHAM,,Large,,5000175907,Grant Payable by Exchequer,E16 2QU,"7,979,614.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,NORFOLK COUNTY COUNCIL,,,,5000175912,Grant Payable by Exchequer,NR1 2DW,"9,322,652.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,NORFOLK POLICE AUTHORITY,,,,5000175917,Grant Payable by Exchequer,NR18 0WW,"1,201,936.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,NORTH TYNESIDE MBC,,,,5000176005,Grant Payable by Exchequer,NE30 1AE,"3,285,455.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,NORTH YORKSHIRE CC,,,,5000176025,Grant Payable by Exchequer,DL7 8AL,"4,435,829.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,NORTH YORKSHIRE FIRE & RESCUE AUTH,,,,5000176030,Grant Payable by Exchequer,DL6 1AB,"442,868.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,NORTH YORKSHIRE POLICE AUTHORITY,,,,5000176035,Grant Payable by Exchequer,DL7 9HA,"1,150,490.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,NORTHAMPTONSHIRE COUNTY COUNCIL,,,,5000176049,Grant Payable by Exchequer,NN4 7DB,"6,114,613.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,NORTHAMPTONSHIRE POLICE AUTH,,,,5000176054,Grant Payable by Exchequer,NN1 5DQ,"1,045,478.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,NORTHUMBRIA POLICE AUTH,,,,5000176059,Grant Payable by Exchequer,NE1 8DL,"4,597,148.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,NOTTINGHAM CITY COUNCIL,,,,5000176078,Grant Payable by Exchequer,NG1 7DW,"6,705,419.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,NOTTINGHAMSHIRE COUNTY CNCL,,,,5000176083,Grant Payable by Exchequer,NG1 4BU,"7,210,705.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,NOTTS & CITY NOTTINGHAM FIRE AUTH,,,,5000176089,Grant Payable by Exchequer,NG5 8PD,"821,252.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,NOTTINGHAMSHIRE POLICE AU,,,,5000176094,Grant Payable by Exchequer,NG5 8PP,"2,069,142.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,OLDHAM MBC,,,,5000176133,Grant Payable by Exchequer,OL1 1UH,"4,441,776.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,OXFORDSHIRE CC,,,,5000176148,Grant Payable by Exchequer,OX4 2GQ,"4,432,505.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,PLYMOUTH CITY CNCL,,,,5000175420,Grant Payable by Exchequer,PL1 2AA,"4,075,846.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,LONDON BOROUGH OF REDBRIDGE,,,,5000175482,Grant Payable by Exchequer,IG1 1NN,"3,667,857.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,REDCAR & CLEVELAND BOROUGH COUNCIL,,,,5000175492,Grant Payable by Exchequer,TS6 9AR,"2,467,129.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,ROCHDALE MBC,,,,5000175555,Grant Payable by Exchequer,OL16 1LQ,"4,192,518.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,ROTHERHAM MBC,,,,5000175595,Grant Payable by Exchequer,S65 1UF,"4,469,154.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,SALFORD CITY CNCL,,,,5000175663,Grant Payable by Exchequer,M27 5AW,"4,921,347.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,SANDWELL MBC,,,,5000175678,Grant Payable by Exchequer,B69 3BS,"6,767,060.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,SEFTON MBC,,,,5000175704,Grant Payable by Exchequer,L20 3NQ,"4,581,692.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,SHEFFIELD CITY CNCL,,,,5000175733,Grant Payable by Exchequer,S1 1UR,"10,293,334.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,SHROPSHIRE & WREKIN FIRE AUTHORITY,,,,5000175754,Grant Payable by Exchequer,SY1 2HJ,"271,488.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,SOMERSET COUNTY CNCL,,,,5000175779,Grant Payable by Exchequer,TA1 4DY,"4,722,716.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,SOUTH TYNESIDE COUNCIL,,,,5000175935,Grant Payable by Exchequer,NE33 2RL,"3,267,654.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,SOUTH YORKSHIRE FIRE & CD,,,,5000175944,Grant Payable by Exchequer,S1 3FG,"1,207,446.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,SOUTH YORKSHIRE P A,,,,5000175948,Grant Payable by Exchequer,S3 8LY,"3,429,602.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,SOUTHEND ON SEA BC,,,,5000175962,Grant Payable by Exchequer,SS2 6EP,"2,322,686.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,ST HELENS MBC,,,,5000176013,Grant Payable by Exchequer,WA10 1HP,"3,302,065.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,STAFFORDSHIRE COUNTY CNCL,,,,5000176032,Grant Payable by Exchequer,ST16 2LH,"6,342,784.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,STAFFORDSHIRE  FIRE & RESCUE SERV,,,,5000176038,Grant Payable by Exchequer,ST15 0BS,"672,713.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,STAFFORDSHIRE POLICE AUTHORITY,,,,5000176053,Grant Payable by Exchequer,ST16 2NF,"1,775,402.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,STOKE ON TRENT CITY COUNCIL,,,,5000176093,Grant Payable by Exchequer,ST4 1RJ,"4,719,610.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,SUFFOLK COUNTY CNCL,,,,5000176118,Grant Payable by Exchequer,IP4 2JP,"6,722,446.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,SUFFOLK POLICE AUTHORITY,,,,5000176134,Grant Payable by Exchequer,IP5 3QS,"989,220.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,SUNDERLAND DC,,,,5000176144,Grant Payable by Exchequer,SR2 7DN,"5,736,629.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,SURREY COUNTY CNCL,,,,5000176149,Grant Payable by Exchequer,KT1 2EA,"5,531,607.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,SURREY POLICE AUTHORITY,,,,5000175410,Grant Payable by Exchequer,KT1 2EA,"1,279,500.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,SUSSEX POLICE AUTHORITY,,,,5000175416,Grant Payable by Exchequer,PO19 1RG,"2,389,389.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,TAMESIDE MBC,,,,5000175458,Grant Payable by Exchequer,OL6 6DL,"3,872,407.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,THAMES VALLEY POLICE AUTHORITY,,,,5000175542,Grant Payable by Exchequer,OX5 2NX,"3,243,710.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,TORBAY BC,,,,5000175587,Grant Payable by Exchequer,TQ1 3DR,"2,264,947.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,TYNE & WEAR FIRE AUTHORITY,,,,5000175637,Grant Payable by Exchequer,SR2 7DN,"1,168,013.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,WALSALL MBC,,,,5000175685,Grant Payable by Exchequer,WS1 1TW,"4,974,829.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,WALTHAM FOREST LB,,,,5000175700,Grant Payable by Exchequer,E17 4JA,"4,569,246.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,WANDSWORTH LB,,,,5000175705,Grant Payable by Exchequer,SW18 2PU,"5,539,858.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,WARWICKSHIRE COUNTY CNCL,,,,5000175735,Grant Payable by Exchequer,CV34 4RH,"3,894,208.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,WARWICKSHIRE POLICE AUTHORITY,,,,5000175740,Grant Payable by Exchequer,CV35 7QB,"729,321.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,WEST MERCIA POLICE AUTH,,,,5000175856,Grant Payable by Exchequer,WR5 2NP,"1,888,971.00",Yes
Communities & Local Government,DCLG,03/10/2011,National Non Domestic Rates (NNDR) Payments,Localism,WEST MIDLANDS FIRE & CIVIL DEFENCE,,,,5000175861,Grant Payable by Exchequer,B4 7DE,"2,653,681.00",Yes
